Object	Cont_Flag	RAJ2000	DEJ2000	X	Y	Label_Flag	Info
line	+	194.4988690920941	22.765878054057342	0.0	0.0	false	
line	+	194.49886425732544	22.765864678983014	0.0	0.0	false	
line	+	194.4988497524974	22.765853532925806	0.0	0.0	false	
line	+	194.4988376651357	22.765844616071583	0.0	0.0	false	
line	+	194.49882316027097	22.765835699178638	0.0	0.0	false	
line	+	194.49881349045828	22.76582455319373	0.0	0.0	false	
line	+	194.49880382077117	22.765806719708248	0.0	0.0	false	
line	+	194.4987893158711	22.76580003197891	0.0	0.0	false	
line	+	194.49876755846077	22.76579334413244	0.0	0.0	false	
line	+	194.49787307676252	22.76600063983626	0.0	0.0	false	
line	+	194.49787307676252	22.76600063983626	0.0	0.0	false	
line	+	194.49787065970753	22.76598280645081	0.0	0.0	false	
line	+	194.49787066010353	22.765967202284173	0.0	0.0	false	
line	+	194.4978658254295	22.7659538271798	0.0	0.0	false	
line	+	194.49786582582604	22.765938223013162	0.0	0.0	false	
line	+	194.49786340865973	22.76592484796093	0.0	0.0	false	
line	+	194.4978609914939	22.765911472908662	0.0	0.0	false	
line	+	194.4978561568228	22.765898097804	0.0	0.0	false	
line	+	194.4978489046471	22.765884722646707	0.0	0.0	false	
line	+	194.4978392349105	22.76587357660314	0.0	0.0	false	
line	+	194.49782472999325	22.765869117953336	0.0	0.0	false	
line	+	194.4978102250194	22.76586688846889	0.0	0.0	false	
line	+	194.49779330248307	22.76586688809648	0.0	0.0	false	
line	+	194.4977739624415	22.765866887668682	0.0	0.0	false	
line	+	194.49776187468214	22.765875804066777	0.0	0.0	false	
line	+	194.49774978692122	22.765884720463962	0.0	0.0	false	
line	+	194.4977376990412	22.765898095193563	0.0	0.0	false	
line	+	194.49772561115884	22.76591146992225	0.0	0.0	false	
line	+	194.4977159407212	22.765927073871204	0.0	0.0	false	
line	+	194.49771110535363	22.765940448762116	0.0	0.0	false	
line	+	194.49770868749184	22.765953823707505	0.0	0.0	false	
line	+	194.49770143437829	22.765976115210155	0.0	0.0	false	
line	+	194.4977014339036	22.765993948543453	0.0	0.0	false	
line	+	194.49770143348826	22.766009552710084	0.0	0.0	false	
line	+	194.4977014330729	22.76602515687672	0.0	0.0	false	
line	+	194.49770385016583	22.76604076109805	0.0	0.0	false	
line	+	194.49770868476784	22.766056365373966	0.0	0.0	false	
line	+	194.49771835438864	22.76607196975872	0.0	0.0	false	
line	+	194.4977352766565	22.766083115972343	0.0	0.0	false	
line	+	194.49774978147644	22.766092032963552	0.0	0.0	false	
line	+	194.49775945122124	22.766103179012507	0.0	0.0	false	
line	+	194.49777637378688	22.76610317938849	0.0	0.0	false	
line	+	194.4977932963525	22.766103179762688	0.0	0.0	false	
line	+	194.4978102191484	22.76609426346845	0.0	0.0	false	
line	+	194.4978223069813	22.76608311790006	0.0	0.0	false	
line	+	194.49782714234306	22.766069743005797	0.0	0.0	false	
line	+	194.49783197770384	22.766056368111386	0.0	0.0	false	
line	+	194.49783681306369	22.766042993216836	0.0	0.0	false	
line	+	194.49784648343874	22.76602961842726	0.0	0.0	false	
line	+	194.4978561537551	22.76601847280377	0.0	0.0	false	
line	+	194.49892953695712	22.765467888308013	0.0	0.0	false	
line	+	194.49892953695712	22.765467888308013	0.0	0.0	false	
line	+	194.49892470164596	22.765485721568812	0.0	0.0	false	
line	+	194.4989222839111	22.76549909653248	0.0	0.0	false	
line	+	194.4989222836353	22.765514700699136	0.0	0.0	false	
line	+	194.49891744840048	22.76552807562639	0.0	0.0	false	
line	+	194.49891503066416	22.76554145058995	0.0	0.0	false	
line	+	194.49891744792671	22.76555482562636	0.0	0.0	false	
line	+	194.49892228268965	22.76556820069908	0.0	0.0	false	
line	+	194.49892953495367	22.765581575807893	0.0	0.0	false	
line	+	194.49894403983743	22.765588263524563	0.0	0.0	false	
line	+	194.4989585447614	22.765592722073258	0.0	0.0	false	
line	+	194.4989730497249	22.76559495145398	0.0	0.0	false	
line	+	194.49898997215098	22.765599410035385	0.0	0.0	false	
line	+	194.4990044771157	22.765601639413262	0.0	0.0	false	
line	+	194.49901898208088	22.765603868789828	0.0	0.0	false	
line	+	194.49903832212271	22.765601639901007	0.0	0.0	false	
line	+	194.49905524481238	22.76559049430888	0.0	0.0	false	
line	+	194.499062497536	22.765577119411716	0.0	0.0	false	
line	+	194.4990624979071	22.76555482774507	0.0	0.0	false	
line	+	194.4990624981669	22.765539223578422	0.0	0.0	false	
line	+	194.4990624984638	22.765521390245105	0.0	0.0	false	
line	+	194.49906249872356	22.765505786078446	0.0	0.0	false	
line	+	194.49905766394912	22.76549241100995	0.0	0.0	false	
line	+	194.49905282917558	22.7654790359413	0.0	0.0	false	
line	+	194.4990407418338	22.76547011910236	0.0	0.0	false	
line	+	194.49903590706273	22.76545674403321	0.0	0.0	false	
line	+	194.4990286547949	22.765443368929194	0.0	0.0	false	
line	+	194.49901898503106	22.76542999379	0.0	0.0	false	
line	+	194.4990117327663	22.765416618685226	0.0	0.0	false	
line	+	194.49899722793566	22.76540770180801	0.0	0.0	false	
line	+	194.49898272303008	22.765403243262814	0.0	0.0	false	
line	+	194.49896580055116	22.76540324301397	0.0	0.0	false	
line	+	194.49894887807224	22.765403242763355	0.0	0.0	false	
line	+	194.49893195555407	22.765405471677617	0.0	0.0	false	
line	+	194.49891986791118	22.765414388162895	0.0	0.0	false	
line	+	194.49891986759565	22.765432221496205	0.0	0.0	false	
line	+	194.49891986731956	22.765447825662857	0.0	0.0	false	
line	+	194.49874339340988	22.765267260411306	0.0	0.0	false	
line	+	194.49874339340988	22.765267260411306	0.0	0.0	false	
line	+	194.49875306359903	22.765256114733795	0.0	0.0	false	
line	+	194.4987627338286	22.765242739889036	0.0	0.0	false	
line	+	194.49876515157456	22.765229364927762	0.0	0.0	false	
line	+	194.49876515191028	22.765211531594456	0.0	0.0	false	
line	+	194.49875548218867	22.765198156439396	0.0	0.0	false	
line	+	194.49874339493348	22.765187010411413	0.0	0.0	false	
line	+	194.49872647260918	22.765180322637367	0.0	0.0	false	
line	+	194.49871196769377	22.76517809323438	0.0	0.0	false	
line	+	194.49869504524275	22.765178092957008	0.0	0.0	false	
line	+	194.49867570529875	22.765178092637836	0.0	0.0	false	
line	+	194.49865878284774	22.765178092356646	0.0	0.0	false	
line	+	194.49864427784578	22.765180321280862	0.0	0.0	false	
line	+	194.49863219020403	22.765189237744494	0.0	0.0	false	
line	+	194.49862977240159	22.765204841870418	0.0	0.0	false	
line	+	194.49862251965538	22.765218216748032	0.0	0.0	false	
line	+	194.49861768440172	22.765231591666257	0.0	0.0	false	
line	+	194.49861768395797	22.765253883332885	0.0	0.0	false	
line	+	194.49862493613122	22.765269487622113	0.0	0.0	false	
line	+	194.49863944096688	22.765276175366296	0.0	0.0	false	
line	+	194.4986539458915	22.765278404775835	0.0	0.0	false	
line	+	194.49867086835496	22.765278405057533	0.0	0.0	false	
line	+	194.49868537328035	22.765280634464244	0.0	0.0	false	
line	+	194.49869987820622	22.76528286386963	0.0	0.0	false	
line	+	194.49871438313255	22.765285093273715	0.0	0.0	false	
line	+	194.4987288882296	22.76527840600983	0.0	0.0	false	
line	+	194.49816319346783	22.765320749997336	0.0	0.0	false	
line	+	194.49816319346783	22.765320749997336	0.0	0.0	false	
line	+	194.4981631938304	22.765305145830702	0.0	0.0	false	
line	+	194.49815835920302	22.765289541568468	0.0	0.0	false	
line	+	194.4981535245248	22.765276166472763	0.0	0.0	false	
line	+	194.49815352488847	22.76526056230612	0.0	0.0	false	
line	+	194.49817044745305	22.765256104307234	0.0	0.0	false	
line	+	194.4981873699137	22.76525610463989	0.0	0.0	false	
line	+	194.49820912736314	22.765256105064967	0.0	0.0	false	
line	+	194.49822363238022	22.76525387618005	0.0	0.0	false	
line	+	194.49822846767327	22.765240501273702	0.0	0.0	false	
line	+	194.4982333029654	22.765227126367197	0.0	0.0	false	
line	+	194.49823330342124	22.765207063867237	0.0	0.0	false	
line	+	194.4982333037758	22.765191459700596	0.0	0.0	false	
line	+	194.4982236340569	22.76518031368018	0.0	0.0	false	
line	+	194.49820429421484	22.765175854970902	0.0	0.0	false	
line	+	194.49818978930844	22.76517362552075	0.0	0.0	false	
line	+	194.498172866858	22.76517362518835	0.0	0.0	false	
line	+	194.49815594440759	22.76517362485417	0.0	0.0	false	
line	+	194.49813902195714	22.765173624518205	0.0	0.0	false	
line	+	194.49811968196127	22.765175853298725	0.0	0.0	false	
line	+	194.49810517689804	22.765180311340906	0.0	0.0	false	
line	+	194.49809067178086	22.765186998548455	0.0	0.0	false	
line	+	194.49808100148942	22.76520037335274	0.0	0.0	false	
line	+	194.49807133124935	22.765211518989773	0.0	0.0	false	
line	+	194.49806891343576	22.765224893940587	0.0	0.0	false	
line	+	194.4980689130091	22.765242727273886	0.0	0.0	false	
line	+	194.49806891263574	22.765258331440524	0.0	0.0	false	
line	+	194.4980713297571	22.765273935656317	0.0	0.0	false	
line	+	194.49807374693225	22.765287310705418	0.0	0.0	false	
line	+	194.49808099909822	22.765300685852544	0.0	0.0	false	
line	+	194.49809308620348	22.76531629026371	0.0	0.0	false	
line	+	194.4981003383729	22.765329665409958	0.0	0.0	false	
line	+	194.4981148432418	22.765334124034858	0.0	0.0	false	
line	+	194.49813176571215	22.76533412437338	0.0	0.0	false	
line	+	194.49814868818248	22.765334124710105	0.0	0.0	false	
line	.	194.49815110599022	22.76532074975809	0.0	0.0	false	
